work,word,count,total,fpm,source_id,title,author,pub_date
3866,ballad,8,236421,33.837941638010165,uc1.b3794203,"Beaumont, Fletcher, and Massinger","Boyle, Robert",1886
4887,ballad,2,59133,33.822062131128135,wu.89097627681,The English language,"Withers, Sarah",1911
1093,ballad,25,740279,33.77105118475602,mdp.39076000323746,The Rationale of Verse,"Poe, Edgar Allan.",1848
1405,ballad,4,118460,33.766672294445385,mdp.39015053251966,"Periods of European literature,",,1897
2445,ballad,24,717272,33.46010997222811,njp.32101065266304,The Scansion of the Heroic Verse.,"Larkins, G. L.",1890
2019,ballad,1,29932,33.40906053721769,mdp.39015004928894,Longinus on the sublime.,"Longinus, Cassius, ca. 213-273. Spurious and doubtful works",1867
4894,ballad,3,89842,33.39195476503195,wu.89090395088,Longmans' English grammar.,,1901
4493,ballad,1,30055,33.2723340542339,uc1.$b158086,"Literature for the study of language,","Black, Ryland Melville, 1867-",1913
2316,ballad,1,30079,33.24578609661226,njp.32101073360073,English literature primers.,"Lawrence, Eugene, 1823-1894",1899
4117,ballad,8,240897,33.20921389639555,uc1.$b616475,Lectures on the English language,"Marsh, George Perkins, 1801-1882",1862
3958,ballad,6,180795,33.18675848336513,uc1.b3124583,The works of William Shakespeare :,"Shakespeare, William, 1564-1616",1872
137,ballad,7,211088,33.161525051163494,hvd.hxe6bx,Romantic Aspects of the Age of Pope,"Havens, Raymond D.",1912
1699,ballad,2,60331,33.150453332449324,mdp.39015030713062,The Jacobean poets.,"Gosse, Edmund, 1849-1928",1894
3797,ballad,2,60372,33.127940104684285,pst.000057479811,An attempt to simplify English grammar :,"Sullivan, Robert, 1800-1868",1855
1917,ballad,2,60412,33.10600542938489,mdp.39015010437179,The rhythm of prose :,"Patterson, William Morrison, 1880-",1916
1206,ballad,10,302247,33.085522767802495,mdp.39015063959947,Roundabout papers,"Thackeray, William Makepeace, 1811-1863",1883
4964,ballad,3,91027,32.957254440990035,wu.89014950323,"A new grammar of the English tongue,","Meiklejohn, J. M. D. (John Miller Dow), 1830-1902",1901
1190,ballad,3,91165,32.90736576537048,mdp.39015065574843,"Landscape in poetry from Homer to Tennyson,","Palgrave, Francis Turner, 1824-1897",1897
993,ballad,3,91426,32.81342287751843,loc.ark:/13960/t4th9bg7q,The teaching of English in the secondary school,"Thomas, Charles Swain, 1868-1943",1917
3614,ballad,2,61064,32.75252194418971,nyp.33433069240780,On the study of words,"Trench, Richard Chenevix, 1807-1886",1859
781,ballad,5,152995,32.68080656230595,hvd.32044014664668,"Political poems and songs relating to English history, composed during the period from the accession of Edw.","Wright, Thomas, 1810-1877",1859
1854,ballad,2,61285,32.634412988496365,mdp.39015014574241,The rhythm of prose :,"Patterson, William Morrison, b. 1880",1917
648,ballad,2,61323,32.61419043425794,hvd.32044086713849,"Le morte Arthur, a romance in stanzas of eight lines ;",,1903
2057,ballad,1,30735,32.53619651862697,mdp.39015003633594,1. Certayne notes of instruction in English verse 1575.,"Gascoigne, George, 1542?-1577",1869
4874,ballad,9,276650,32.53208024579794,wu.89099221848,Roundabout papers:,"Thackeray, William Makepeace, 1811-1863",1872
4288,ballad,3,92563,32.410358350528824,uc1.$b276184,English metrists in the eighteenth and nineteenth centuries;,"Omond, T. S. (Thomas Stewart), 1846-1923",1907
4177,ballad,5,154699,32.320829481767824,uc1.$b307935,Effective English,"Claxton, Philander P. (Philander Priestley), 1862-",1917
257,ballad,4,123776,32.316442605997935,hvd.hwad7u,Prose works.,"Scott, Walter, Sir, 1771-1832",1834
2868,ballad,4,123821,32.30469791069366,nyp.33433082512298,English composition,"Brooks, Stratton D. (Stratton Duluth), 1869-1949",1911
3842,ballad,1,30986,32.27263925643839,uc1.b4021834,Outlines of etymology.,"Haldeman, Samuel Stehman, 1812-1880",1878
2367,ballad,8,248221,32.22934401198932,njp.32101071985889,Lectures on the English language ...,"Marsh, George Perkins, 1801-1882",1880
3153,ballad,1,31084,32.17089177712006,nyp.33433081982260,Outline of work in elementary language.,"Morey, Amelia",1891
303,ballad,3,93396,32.121289991006044,hvd.hw1wwf,Imagination and fancy;,"Hunt, Leigh, 1784-1859",1846
752,ballad,5,155746,32.10355322127053,hvd.32044024291403,Studies in Chaucer :,"Lounsbury, Thomas Raynesford, 1838-1915",1892
2680,ballad,2,62311,32.09706151401839,nnc1.0043824790,The Jacobean poets.,"Gosse, Edmund, 1849-1928",1899
3616,ballad,2,62351,32.076470305207614,nyp.33433069240756,A critical review of the orthography of Dr. Webster's series of books for systematick instruction in the English language;,"Cobb, Lyman, 1800-1864",1831
2545,ballad,6,187203,32.0507684171728,njp.32101047467988,On the Disposition of the Rimes in the Sestina,"Chaytor, H. J.",1900
4160,ballad,5,156230,32.00409652435512,uc1.$b307985,Composition and rhetoric,"Tanner, William M. (William Maddux)",1922
1411,ballad,5,156727,31.90260771915496,mdp.39015053245216,"A history of English poetry,","Courthope, William John, 1842-1917",1904
3591,ballad,1,31351,31.89690918949954,nyp.33433069242562,A selection from Walker's pronouncing dictionary :,"White, Lemuel G.",1823
1578,ballad,1,31387,31.860324338101762,mdp.39015031012373,A method of English composition.,"Bancroft, T. Whiting (Timothy Whiting), 1837-1890",1884
1503,ballad,4,125671,31.829141170198376,mdp.39015034600364,"Supplements to the third and final series of bibliographical collections and notes,","Hazlitt, William Carew, 1834-1913",1889
1026,ballad,2,62971,31.760651728573475,loc.ark:/13960/t2c82x642,"English problems in the solving,","Simons, Sarah E. (Sarah Emma), b. 1867",1920
3937,ballad,3,94541,31.732264308606847,uc1.b3288182,Specimens of the British poets;,"Campbell, Thomas, 1777-1844. ed",1819
1975,ballad,3,94548,31.729914963827895,mdp.39015007059234,"Instigations of Ezra Pound,","Pound, Ezra, 1885-1972",1920
2885,ballad,3,94684,31.68433948713616,nyp.33433082512108,"The study of English,","Crawford, Douglas Gordon",1920
3739,ballad,4,126578,31.601068116102322,nyp.33433066603022,The speaker's favorite;,"Fenno, Frank Honywell, 1857-",1893
4313,ballad,2,63302,31.59457837035165,uc1.$b272556,"Bacon's nova resuscitatio; or, The unveiling of his concealed works and travels,","Begley, Walter, 1845-1905",1905
3288,ballad,5,158533,31.5391748090303,nyp.33433074853965,Metre.,"Hall, Joseph, ed.",1901
1630,ballad,5,158590,31.527839081909327,mdp.39015030930179,"A history of English poetry,","Courthope, William John, 1842-1917",1895
4107,ballad,3,95353,31.46204104747622,uc1.$b617764,On the study of words :,"Trench, Richard Chenevix, 1807-1886",1882
1989,ballad,2,63680,31.4070351758794,mdp.39015005684868,"American verse, 1625-1807;","Otis, William Bradley, 1878-",1909
1347,ballad,3,95788,31.31916315196058,mdp.39015058690796,On the study of words :,"Trench, Richard Chenevix, 1807-1886",1883
1409,ballad,1,31968,31.28128128128128,mdp.39015053249614,The measures of the poets;,"Bayfield, M. A. (Matthew Albert), 1852-1922",1919
3830,ballad,3,95973,31.258791535119254,pst.000001866643,"Werner's selections with elocution lessions, no. 1.",,1902
3668,ballad,2,64005,31.247558784469962,nyp.33433067299457,The works of the English poets.,"Johnson, Samuel, 1709-1784",1779
1213,ballad,2,64126,31.188597448772725,mdp.39015063820859,The Jacobean poets.,"Gosse, Edmund, 1849-1928",1894
4076,ballad,8,256793,31.153497174767228,uc1.$b662825,Standard elocutionist.,"Bell, David Charles, 1817-1901",1881
1253,ballad,6,192744,31.12937367700162,mdp.39015060429589,The Three Rondeaux of Sir Thomas Wyatt.,"Simonds, W. E.",1891
33,ballad,11,353528,31.11493290489014,coo.31924066146733,The Vicissitudes of Blank Verse,"Strachey, J. St. Loe.",1922
5067,ballad,11,353528,31.11493290489014,coo.31924066146733,"Correspondence on ""The Vicissitudes of Blank Verse""",,1922
3612,ballad,3,96742,31.010316098488765,nyp.33433069240806,"The study of words,","Trench, Richard Chenevix, 1807-1886",1904
2271,ballad,3,96935,30.948573786558004,njp.32101074756881,On the study of words.,"Trench, Richard Chenevix, 1807-1886",1880
3467,ballad,2,64854,30.838498781879295,nyp.33433069255036,A modern English grammar,"Buehler, Huber Gray, 1864-1924",1900
796,ballad,7,227466,30.773829935023258,hvd.32044011590692,The 'Speech-Ending' Test Applied to Twenty of Shakespeare's Plays,"Pulling, F. S.",1879
3486,ballad,2,65135,30.705457895140864,nyp.33433069253809,"English, past and present :","Trench, Richard Chenevix, 1807-1886",1855
4087,ballad,9,293185,30.697341269164518,uc1.$b662282,Lectures on the English language.,"Marsh, George P. (George Perkins), 1801-1882",1872
255,ballad,3,97735,30.695247352534913,hvd.hwad8d,Prose works.,"Scott, Walter, Sir, 1771-1832",1834
4105,ballad,3,97793,30.677042324092728,uc1.$b624075,Engelsk sproglaere til brug i de høiere classer og ved privatunderviisning.,"Bresemann, Friedrich, 1809-1850",1847
1288,ballad,1,32766,30.519440883843007,mdp.39015059900251,English literature primers.,"Lawrence, Eugene, 1823-1894",1878
2961,ballad,2,65593,30.49105849709573,nyp.33433082510151,Essays moral and literary.,"Knox, Vicesimus, 1752-1821",1779
3580,ballad,4,131276,30.47015448368323,nyp.33433069243198,A history of English rhythms.,"Guest, Edwin, 1800-1880",1838
1546,ballad,1,32890,30.404378230465188,mdp.39015031040986,"Expression in speech and writing,","Lamborn, E. A. Greening (Edmund Arnold Greening), b. 1877",1922
1753,ballad,8,263596,30.349474195359566,mdp.39015024941562,Pamphlets in philology and the humanities.,,1900
2511,ballad,8,264039,30.298554380224136,njp.32101063583841,Bell's standard elocutionist :,"Bell, David Charles, 1817-1902",1889
4293,ballad,1,33006,30.29752166272799,uc1.$b276140,Poets of the democracy,"Martin, G. Currie (George Currie), 1865-1937",1917
4407,ballad,3,99155,30.255660329786696,uc1.$b257993,Vocal expression in speech;,"Gordon, Henry Evarts, 1855-",1911
3760,ballad,6,198796,30.18169379665587,nyp.33433061845875,"Biographical sketches of eminent British poets,",,1857
5050,ballad,1,33216,30.10597302504817,uc1.32106001559381,Anglo-Norman Versification,"Vising, Johan",1923
311,ballad,6,199309,30.10400935231224,hvd.hnqbsu,Ben Jonson and the Classical School,"Schelling, Felix E.",1898
1021,ballad,5,166379,30.051869526803262,loc.ark:/13960/t2v41bn9v,"Essays in criticism,","Arnold, Matthew, 1822-1888",1900
2617,ballad,9,299775,30.02251688766575,njp.32101007684655,Form in Poetry,"Robertson, John M.",1911
1266,ballad,7,233160,30.022302281694973,mdp.39015060429415,German Stanzas from Joh. Werlin's Rhythmorum Varietas,"Williams, Charles A",1918
3024,ballad,2,67076,29.81692408611128,nyp.33433082502315,Rhetorical praxis :,"Day, Henry Noble, 1808-1890",1861
2536,ballad,14,469909,29.793002474947276,njp.32101056392630,Development of English literature and language,"Welsh, Alfred H. (Alfred Hix), 1850-1889",1886
4852,ballad,1,33569,29.78938901963121,wu.89099428302,An outline of the general principles of grammar. :,"Barton, John Graeff",1867
3878,ballad,2,67153,29.782734948550324,uc1.b3563356,Methods and aims in the study of literature :,"Cooper, Lane, 1875-1959",1915
1282,ballad,2,67170,29.77519726068185,mdp.39015059906415,Methods and aims in the study of literature :,"Cooper, Lane, 1875-1959",1915
1508,ballad,14,470471,29.75741331559225,mdp.39015033845689,A Sixth Letter to the Dramatists of the Day,"Lacy, John.",1823
3550,ballad,2,67352,29.694738092410024,nyp.33433069247710,School grammar,"Maxwell, William Henry, 1852-1920",1907
2752,ballad,1,33717,29.658629178159384,nyp.33433082522941,Clear speaking and good reading,"Burrell, Arthur, 1859 or 60-",1904
4018,ballad,1,33726,29.65071458222143,uc1.31822038197968,"A plain, rational essay on English grammar :","Mack'intosh, Dunc'an",1797
1702,ballad,6,202575,29.618659755646057,mdp.39015030709417,"Elizabethan drama, 1558-1642,","Schelling, Felix Emmanuel, 1858-1945",1908
3664,ballad,2,67840,29.4811320754717,nyp.33433067299499,The works of the English poets.,"Johnson, Samuel, 1709-1784",1779
4294,ballad,3,101898,29.44120591179415,uc1.$b276138,"The greater English poets of the nineteenth century,","Payne, William Morton, 1858-1919",1907
722,ballad,3,102188,29.35765451912162,hvd.32044038405932,Poetry as a representative art,"Raymond, George Lansing, 1839-1929",1886
3483,ballad,1,34067,29.353920216044852,nyp.33433069253932,"Fundamentals of the English language, or, Orthography and orthoepy.","Irish, Frank Van Buren",1894
3235,ballad,3,102460,29.279718914698417,nyp.33433075914675,Essay on the archaeology of our popular phrases :,"Ker, John Bellenden, 1765?-1842",1840
4089,ballad,3,102488,29.27171961595504,uc1.$b661472,"More literary recreations,","Cook, Edward Tyas, Sir, 1857-1919",1919
3129,ballad,2,68342,29.264581077521875,nyp.33433081988655,A modern English grammar,"Buehler, Huber Gray, 1864-1924",1906
3353,ballad,14,478915,29.232744850338786,nyp.33433074785928,Development of English literature and language,"Welsh, Alfred H. (Alfred Hix), 1850-1889",1885
1914,ballad,1,34214,29.227801484772314,mdp.39015010528654,Father Van's progressive dictionary for versification.,"Vandendriessche, Amandus",1900
1640,ballad,1,34272,29.178338001867417,mdp.39015030929130,Scottish poetry; Drummond of Hawthornden to Fergusson;,"Douglas, George Brisbane, Sir, bart., 1856-1935",1911
2638,ballad,1,34312,29.14432268594078,nnc1.cu58483640,Illustrations of style.,"Kellogg, Brainerd",1893
3650,ballad,2,68833,29.055830778841543,nyp.33433067364806,Biographia literaria;,"Coleridge, Samuel Taylor, 1772-1834",1817
2676,ballad,1,34432,29.04275092936803,nnc1.0053512316,"Apologie for poetrie, 1595","Sidney, Philip, Sir, 1554-1586",1895
3718,ballad,3,103890,28.87669650591972,nyp.33433067277065,The lives of the Scotish poets :,"Irving, David, 1778-1860",1804
4715,ballad,1,34655,28.855864954552015,wu.89099903650,An abstract of English grammar with questions.,"Sonnenburg, Rudolf",1870
3610,ballad,2,69394,28.820935527567222,nyp.33433069240830,On the study of words.,"Trench, Richard Chenevix, 1807-1886",1866
1070,ballad,4,138977,28.781740863596134,mdp.49015001414011,Elocution and the dramatic art.,"Smithson, David J.",1897
4187,ballad,4,139053,28.766010082486535,uc1.$b307911,"Elements of English composition, grammatical, rhetorical, logical, and practical.","Boyd, James R. (James Robert), 1804-1890",1860
25,ballad,39,1357197,28.735695702245142,coo.31924106553286,Miltonic Elision,"Bridges, Robert.",1904
1600,ballad,3,104474,28.7152784424833,mdp.39015031004784,The age of Shakespeare (1579-1631),"Seccombe, Thomas, 1866-1923",1903
1062,ballad,1,34890,28.66150759529951,loc.ark:/13960/t09w0z38b,"Special method in language in the eight grades,","McMurry, Charles Alexander, 1857-",1905
1295,ballad,2,69872,28.62376917792535,mdp.39015059896285,Poetry,"Bayly, Anselm
Matthew, James E. ",1789
1908,ballad,7,244772,28.59804225973559,mdp.39015010797036,"The history of England from the accession of James II,","Macaulay, Thomas Babington Macaulay, Baron, 1800-1859",1861
4603,ballad,4,140139,28.54308936127702,uva.x002399471,"Elocutionist's annual number comprising new and popular readings, recitations, declamations, dialogues, tableaux etc., etc.",,1881
3416,ballad,3,105136,28.534469639324303,nyp.33433069257123,A grammar of the English language,"Greene, Samuel Stillman, 1810-1883",1873
4575,ballad,1,35126,28.46894038603883,uva.x030732040,Progressive exercises in English composition.,"Parker, Richard Green, 1798-1869",1832
3649,ballad,2,70453,28.38771947255617,nyp.33433067364814,Biographia literaria;,"Coleridge, Samuel Taylor, 1772-1834",1817
4922,ballad,1,35331,28.303755908409045,wu.89089192348,"A new method in English analysis,","Curd, Charles P.",1883
3163,ballad,2,70729,28.27694439338885,nyp.33433081968434,On the study of words :,"Trench, Richard Chenevix, 1807-1886",1863
4830,ballad,1,35389,28.25736810873435,wu.89099893596,"A new method in English analysis,","Curd, Charles P.",1888
520,ballad,1,35615,28.078056998455708,hvd.32044102770583,An elementary grammar of the English language :,"Harvey, Thomas W. (Thomas Wadleigh), 1821?-1892",1869
4672,ballad,4,142641,28.042428193857308,uva.x000372854,Biographia literaria;,"Coleridge, Samuel Taylor, 1772-1834",1817
4243,ballad,2,71346,28.032405460712585,uc1.$b306943,School English :,"Butler, George Prentiss, 1863-",1894
5047,ballad,7,249824,28.019725887024467,mdp.39015008095153,The Teaching of Rhythm,"Stetson, R. H.",1923
2026,ballad,4,143116,27.949355767349562,mdp.39015004729847,Biographia literaria :,"Coleridge, Samuel Taylor, 1772-1834",1834
289,ballad,3,107342,27.948053883847887,hvd.hw23xq,A grammar of the English language.,"Greene, Samuel Stillman, 1810-1883",1867
110,ballad,7,250586,27.934521481647018,hvd.hxkepr,Rhythmical Laws,"Gomme, G. Laurence.",1883
5071,ballad,7,250586,27.934521481647018,hvd.hxkepr,The Hawick Slogan,"Fry, Danby P.",1883
2145,ballad,9,322336,27.921175419438104,msu.31293018462196,Is Rhyme Indispensable?,"Aldington, A. E.",1908
4837,ballad,13,466795,27.849484248974388,wu.89099796104,Development of English literature and language,"Welsh, Alfred H. (Alfred Hix), 1850-1889",1887
3274,ballad,1,35941,27.82337720152472,nyp.33433074909049,"The poetical works of Robert Anderson, author of ""Cumberland ballads"", &c. :","Anderson, R. (Robert), 1770-1833",1820
860,ballad,1,36036,27.75002775002775,inu.30000120337393,Elementary lessons in English.,"Knox-Heath, N. L. (Nelly Lloyd)",1887
4263,ballad,1,36059,27.732327574253308,uc1.$b298083,The technique of English nondramatic blank verse.,"Morton, Edward Payson, 1869-1914",1910
1261,ballad,6,216386,27.728226410211384,mdp.39015060429464,Chaucer's Identical Rimes,"Morton, Edward P.",1903
4027,ballad,2,72159,27.716570351584693,uc1.31158011308110,Naturalism in English poetry,"Brooke, Stopford Augustus, 1832-1916",1920
62,ballad,13,469584,27.6840778220723,coo.31924013348564,"Development of English literature and language,","Welsh, Alfred H. (Alfred Hix), 1850-1889",1882
3832,ballad,9,325519,27.648155714412983,uc1.c2641998,Swinburne as a Metrician,"Omond, Thomas Stewart",1909
4419,ballad,1,36187,27.634233288197418,uc1.$b257803,"An elementary grammar of the English language, for the use of schools","Harvey, Thomas W. (Thomas Wadleigh), 1821?-1892",1869
2230,ballad,7,253445,27.619404604549313,njp.32101075686244,A history of criticism and literary taste in Europe from the earliest texts to the present day,"Saintsbury, George, 1845-1933",1900
260,ballad,3,108663,27.608293531376823,hvd.hwad7r,Prose works.,"Scott, Walter, Sir, 1771-1832",1834
3186,ballad,2,72495,27.588109524794813,nyp.33433081658910,Poetry.,,1920
3277,ballad,1,36255,27.582402427251413,nyp.33433074906482,"The old English dramatists,","Lowell, James Russell, 1819-1891",1893
1692,ballad,1,36301,27.547450483457755,mdp.39015030756251,"The old English dramatists,","Lowell, James Russell, 1819-1891",1892
3008,ballad,7,254861,27.46595202875293,nyp.33433082502539,"A history of criticism and literary taste in Europe from the earliest texts to the present day,","Saintsbury, George, 1845-1933",1908
4358,ballad,3,109291,27.449652761892562,uc1.$b258624,"English for secondary schools,","Webster, W. F. (William Franklin), 1862-1936",1912
937,ballad,1,36447,27.437100447224736,loc.ark:/13960/t8kd2dm44,"The old English dramatists,","Lowell, James Russell, 1819-1891",1892
3337,ballad,2,72915,27.429198381677296,nyp.33433074796776,Bibliographical collections and notes (1474-1700),"Hazlitt, William Carew, 1834-1913",1892
6327,ballad,7,255318,27.416790042221855,mdp.39015043572422,The 'Five Types' in Anglo-Saxon Verse,"Greg, W. W.",1925
4506,ballad,1,36541,27.366519799677075,uc1.$b14724,"On the history and use of the suffixes -ery (-ry), -age, and -ment in English.","Gadde, Fredrik, 1882-",1910
3904,ballad,7,255913,27.353045761645557,uc1.b3436835,A history of criticism and literary taste in Europe from the earliest texts to the present day,"Saintsbury, George, 1845-1933",1902
4915,ballad,2,73120,27.352297592997814,wu.89089193742,A practical grammar :,"Clark, S. W. (Stephen Watkins), 1810-1901",1864
3515,ballad,1,36620,27.307482250136538,nyp.33433069252785,The language-speller;,"Spalding, Elizabeth Hill",1899
628,ballad,4,147114,27.189798387644956,hvd.32044090278334,Studies in Chaucer :,"Lounsbury, Thomas Raynesford, 1838-1915",1892
677,ballad,2,73735,27.124160846273817,hvd.32044081497356,A practical grammar :,"Clark, S. W. (Stephen Watkins), 1810-1901",1860
1967,ballad,7,258447,27.084856856531513,mdp.39015008318043,A history of criticism and literary taste in Europe from the earliest texts to the present day;,"Saintsbury, George, 1845-1933",1900
3933,ballad,8,295819,27.043563800837674,uc1.b3310824,The English poets;,"Ward, Thomas Humphry, 1845-1926",1880
4210,ballad,1,37040,26.997840172786177,uc1.$b307059,"New orthography and orthoepy, with many new exercises for practice,","Irish, Frank Van Buren, 1848-1940",1919
3272,ballad,3,111901,26.80941189086782,nyp.33433074923941,Chronicle of Scottish poetry ;,"Sibbald, J. (James), 1745-1803",1802
4969,ballad,3,112058,26.771850291813166,wu.89013483144,The art of memory;,"Fuller, Henry H.",1898
3404,ballad,1,37387,26.74726509214433,nyp.33433069257271,English grammar,"Gjerset, Knut, 1865-1936",1908
2216,ballad,4,150314,26.610961054858496,njp.32101076201159,The Cadence of English Oratorical Prose,"Croll, Morris W",1919
1151,ballad,2,75261,26.574188490718964,mdp.39015070412195,The Journal of English studies.,,1914
2412,ballad,1,37647,26.5625415039711,njp.32101067627743,The poetical works;,"Anderson, R. (Robert), 1770-1833",1820
1883,ballad,2,75394,26.52730986550654,mdp.39015011951434,"On the study of words,","Trench, Richard Chenevix, 1807-1886",1904
1083,ballad,2,75584,26.460626587637595,mdp.39076006828268,Convention and revolt in poetry.,"Lowes, John Livingston, 1867-1945",1919
3191,ballad,15,567046,26.45288036596678,nyp.33433081646642,German Epics and English Hexameters,(none),1854
308,ballad,3,113561,26.417520099329877,hvd.hnqbtj,The Translation of Anglo-Saxon Poetry,"Garnett, James M.",1891
4422,ballad,2,75953,26.33207378247074,uc1.$b257686,A practical grammar :,"Clark, S. W. (Stephen Watkins), 1810-1901",1864
3488,ballad,1,38006,26.31163500499921,nyp.33433069253676,The critical pronouncing spelling-book :,"Burhans, Hezekiah",1834
2976,ballad,2,76117,26.27533928031846,nyp.33433082504725,Practical elocution :,"Shoemaker, J. W. (Jacob W.), 1842-1880",1913
2698,ballad,1,38081,26.259814605708883,nnc2.ark:/13960/t39z9tx5x,"The voice in singing,","Seiler, Emma, 1821-1887",1900
4126,ballad,1,38129,26.226756537019064,uc1.$b527723,"English grammar adapted to the use of those preparing for local and other examinations,","Turner, J. Arnold (James Arnold)",1895
2009,ballad,6,229250,26.172300981461287,mdp.39015005179596,"Early Tudor poetry, 1485-1547.","Berdan, John Milton",1920
2618,ballad,8,305986,26.14498702555019,njp.32101007684614,"A New Study of English Poetry, II: Poetry and Rhythm","Newbolt, Henry.",1912
698,ballad,5,191295,26.137640816539896,hvd.32044058190059,On Tonality in English Verse,"Jacob, Cary F.",1909
3034,ballad,4,153171,26.114603939388,nyp.33433082497631,"Introduction to the literature of Europe in the fifteenth, sixteenth, and seventeenth centuries","Hallam, Henry, 1777-1859",1839
228,ballad,2,76789,26.045397127192697,hvd.hwjlql,The original rhythmical grammar of the English language :,"Chapman, James, Rev",1821
3275,ballad,1,38423,26.026078130286546,nyp.33433074909031,"The poetical works of Robert Anderson, author of ""Cumberland ballads"", &c. :","Anderson, R. (Robert), 1770-1833",1820
2375,ballad,1,38424,26.025400791172185,njp.32101071985673,"Rhythm in English prose,","Fijn van Draat, Pieter, 1860-",1910
611,ballad,5,192399,25.987661058529408,hvd.32044092796085,Swinburne's Poetic Theories and Practice,"Hoffsten, Ernest G",1905
3742,ballad,4,153964,25.98009924397911,nyp.33433066598610,"Introduction to the literature of Europe,","Hallam, Henry, 1777-1859",1837
3683,ballad,2,77107,25.9379822843581,nyp.33433067299309,The works of the English poets.,"Johnson, Samuel, 1709-1784",1779
4415,ballad,2,77193,25.909085020662495,uc1.$b257847,On the study of words.,"Trench, Richard Chenevix, 1807-1886",1913
2273,ballad,36,1392129,25.85967248724795,njp.32101074756816,The imperial dictionary of the English language:,"Ogilvie, John, 1797-1867",1882
3261,ballad,4,154938,25.81677832423292,nyp.33433074950738,"Critical and miscellaneous essays,","Carlyle, Thomas, 1795-1881",1838
1291,ballad,4,154997,25.8069511022794,mdp.39015059899321,Select readings for public and private entertainment ...,"[Palmer, Loomis T.] comp",1886
3295,ballad,2,77516,25.801124929046907,nyp.33433074840152,Imagination and fancy;,"Hunt, Leigh, 1784-1859",1845
1655,ballad,3,116415,25.769875016106173,mdp.39015030924404,"Periods of European literature,",,1897
2131,ballad,3,116455,25.761023571336565,miun.abx8285.0001.001,Literature and art.,"Fuller, Margaret, 1810-1850",1852
18,ballad,11,427871,25.708683224616767,chi.12755443,The Rhythms of Free Verse,"Lowell, Amy.",1918
2460,ballad,5,194676,25.683700096570714,njp.32101064786435,The English language.,"Latham, R. G. (Robert Gordon), 1812-1888",1850
1593,ballad,2,77977,25.64858868640753,mdp.39015031007779,Imagination and fancy;,"Hunt, Leigh, 1784-1859",1891
3067,ballad,7,273001,25.640931718198836,nyp.33433082310941,An English grammar;,"Mätzner, Eduard Adolf Ferdinand, 1805-1892",1874
1445,ballad,1,39011,25.633795596113917,mdp.39015049040721,A discourse of English poetrie. :,"Webbe, William",1895
4665,ballad,2,78066,25.61934773140676,uva.x000422522,Imagination and fancy;,"Hunt, Leigh, 1784-1859",1871
1007,ballad,2,78069,25.61836324277242,loc.ark:/13960/t3jw8zr4z,Imagination and fancy;,"Hunt, Leigh, 1784-1859",1852
3992,ballad,36,1405480,25.6140251017446,uc1.32106020060528,The imperial dictionary of the English language:,"Ogilvie, John, 1797-1867",1885
969,ballad,1,39160,25.53626149131767,loc.ark:/13960/t6b28f794,Shakespeare's pronunciation [II],"Viëtor, Wilhelm, 1850-1918",1906
1594,ballad,2,78366,25.52127198019549,mdp.39015031007753,"Imagination and fancy, or, Selections from the English poets : illustrative of those first requisites of their art : with markings of the best passages, critical notices of the writers, and an essay in answer to the question ""What is poetry?""","Hunt, Leigh, 1784-1859",1845
4667,ballad,3,118067,25.40930149830181,uva.x000417034,Literature and art.,"Fuller, Margaret, 1810-1850",1852
2268,ballad,2,78820,25.374270489723422,njp.32101074757137,Exercises on etymology :,"Graham, William, teacher of elocution",1854
1161,ballad,1,39438,25.35625538820427,mdp.39015067293749,Poems on several occasions:,"Say, Samuel, 1676-1743",1745
3731,ballad,2,78958,25.32992223713873,nyp.33433066604558,"Orthophony, or Vocal culture.","Russell, William, 1798-1873, compiler",1896
3041,ballad,1,39503,25.314533073437463,nyp.33433082473467,Euphorion;,"Lee, Vernon, 1856-1935",1884
2770,ballad,1,39565,25.274864147605207,nyp.33433082522586,The speaking voice :,"Everts, Katherine Jewell",1908
4204,ballad,1,39595,25.255714105316326,uc1.$b307127,"New word-analysis, or, School etymology of English derivative words :","Swinton, William, 1833-1892",1879
1052,ballad,2,79194,25.25443846756067,loc.ark:/13960/t0tq6gz60,"The evolution of technic in Elizabethan tragedy,","Fansler, Harriott Ely",1914
4261,ballad,1,39640,25.22704339051463,uc1.$b301257,"Notes on English,","Griffin, Eldon, 1895-",1919
4545,ballad,35,1390048,25.178986624922302,uiug.30112042710548,Chaucer's Virelays,"Skeat, Walter W.",1893
1178,ballad,2,79688,25.097881738781247,mdp.39015066082317,"An outline of English phonetics,","Jones, Daniel, 1881-1967",1922
2778,ballad,7,279364,25.05691499262611,nyp.33433082521596,The rhyming dictionary of the English language :,"Walker, John, 1732-1807",1902
1726,ballad,2,80124,24.9613099695472,mdp.39015028573288,"Orthophony, or Vocal culture.","Russell, William, 1798-1873. comp",1882
2481,ballad,2,80132,24.958817950381867,njp.32101063584492,Orthophony;,"Russell, William, 1798-1873",1882
4567,ballad,2,80288,24.91032283778398,uva.x030804002,"Orthophony,","Russell, William, 1798-1873 comp",1896
3819,ballad,2,80436,24.864488537470784,pst.000005931750,"Orthophony, or vocal culture :","Russell, William, 1798-1873",1882
2004,ballad,6,241609,24.83351199665575,mdp.39015005277184,"The working principles of rhetoric examined in their literary relations and illustrated with examples,","Genung, John Franklin, 1850-1919",1901
