work,word,count,total,fpm,source_id,title,author,pub_date
983,ballad,22,162782,135.1500780184541,loc.ark:/13960/t56d6qd9v,"Poets of America,","Stedman, Edmund Clarence, 1833-1908",1885
4550,ballad,2,14832,134.84358144552317,uiuo.ark:/13960/t46q6n568,The Prometheus bound of Æschylus,Aeschylus,1867
898,ballad,8,59419,134.63706895100896,inu.30000084048762,Of Versification,"Vernon, Edward Johnston, 1814?-1848",1850
3179,ballad,10,74379,134.44655077373992,nyp.33433081658985,Poetry.,,1920
1290,ballad,12,89330,134.3333706481585,mdp.39015059899875,Wells of English.,"Choate, Isaac Bassett, 1833-1917",1892
2550,ballad,9,67136,134.05624404194472,njp.32101045662200,Bibliography of English language and literature,,1921
1325,ballad,16,119466,133.92931880200223,mdp.39015059381627,Essentials of English speech and literature;,"Vizetelly, Frank H., 1864-1938",1915
3281,ballad,69,518662,133.03461599268888,nyp.33433074894175,Shakspeare and his times :,"Drake, Nathan, 1766-1836",1838
2304,ballad,29,218988,132.42734761722105,njp.32101074443332,The Prosody of Old and Middle English,"Saintsbury, George.",1907
4064,ballad,23,175760,130.86026399635867,uc1.$b683825,An essay on English poetry;,"Campbell, Thomas, 1777-1844",1848
3860,ballad,1,7643,130.83867591259977,uc1.b3839310,A study in the versification of the historical dramas of Lope de Vega,"Weisinger, Nina Lee",1912
3794,ballad,9,69244,129.9751603026977,pst.000057480718,English taught inductively,"Cabell, Elvira",1911
3201,ballad,18,138499,129.96483729124398,nyp.33433081603064,The history of English dramatic poetry to the time of Shakespeare;,"Collier, John Payne, 1789-1883",1831
4466,ballad,14,107973,129.66204514091487,uc1.$b249288,Five centuries of English verse;,"Stebbing, W. (William), 1832-1926",1913
3170,ballad,11,84838,129.6588792757962,nyp.33433081859120,"The science of English verse,","Lanier, Sidney, 1842-1881",1922
2880,ballad,5,38710,129.1655902867476,nyp.33433082512173,"Writing through reading,","Gay, Robert M. (Robert Malcolm), 1879-1961",1921
3339,ballad,11,85223,129.073137533295,nyp.33433074796594,Catalogue of original and early editions of some of the poetical and prose works of English writers from Wither to Prior :,Grolier Club,1905
991,ballad,21,163073,128.77668283529462,loc.ark:/13960/t4zg7gx99,"Poets of America,","Stedman, Edmund Clarence, 1833-1908",1890
64,ballad,14,108719,128.77233970143214,coo.31924013263961,"The poets: Geoffrey Chaucer to Alfred Tennyson, 1340-1892 :","Stebbing, W. (William), 1832-1926",1907
3870,ballad,21,163183,128.68987578362942,uc1.b3629934,Poets of America,"Stedman, Edmund Clarence, 1833-1908",1886
1269,ballad,27,210857,128.04886724178,mdp.39015060429357,The Order of Rimes of the English Sonnet,"Weeks, L. T.",1910
5072,ballad,27,210857,128.04886724178,mdp.39015060429357,On the Form of the Sonnet,"Belden, H. M.",1910
1034,ballad,46,359374,128.0003561749041,loc.ark:/13960/t1xd1gj98,"A short history of English literature,","Saintsbury, George, 1845-1933",1898
5046,ballad,25,195697,127.74850917489792,mdp.39015059402357,Music and Metrics: A Reconsideration,"Croll, Morris W.",1923
1287,ballad,7,54822,127.68596548830763,mdp.39015059900483,"The beginnings of English literature,","Lewis, Charlton Miner, 1866-1923",1900
3887,ballad,7,54881,127.54869627011169,uc1.b3539999,"The beginnings of English literature,","Lewis, Charlton Miner, 1866-1923",1901
2421,ballad,19,149055,127.46972594008922,njp.32101067174423,"The complete works of William Shakespeare,","Shakespeare, William, 1564-1616",1901
1451,ballad,51,400402,127.37199114889536,mdp.39015048887767,A glossary;,"Nares, Robert, 1753-1829",1876
2889,ballad,17,133513,127.3284249473834,nyp.33433082512066,Specimens of prose composition,"Nutter, Charles Read, 1870-",1907
4469,ballad,21,164953,127.3089910459343,uc1.$b248191,The English poets;,"Ward, Thomas Humphry, 1845-1926",1882
3087,ballad,54,425738,126.83857207954188,nyp.33433082310701,A glossary :,"Nares, Robert, 1753-1829",1872
1340,ballad,5,39465,126.69453946534905,mdp.39015058694830,"Writing through reading,","Gay, Robert M. (Robert Malcolm), 1879-1961",1920
4839,ballad,15,118820,126.24137350614374,wu.89099750093,New voices :,"Wilkinson, Marguerite Ogden Bigelow, 1883-1928",1921
3663,ballad,8,63372,126.23871741463107,nyp.33433067299507,The works of the English poets.,"Johnson, Samuel, 1709-1784",1779
1492,ballad,47,373404,125.8690319332412,mdp.39015038087576,"A short history of English literature,","Saintsbury, George, 1845-1933",1900
3803,ballad,47,374009,125.66542516356557,pst.000029878499,A short history of English literature,"Saintsbury, George, 1845-1933",1922
3352,ballad,47,374372,125.54357697691066,nyp.33433074786405,A short history of English literature.,"Saintsbury, George, 1845-1933",1907
2264,ballad,47,374949,125.35038098514731,njp.32101074758457,A short history of English literature,"Saintsbury, George, 1845-1933",1911
1601,ballad,2,15971,125.22697389017596,mdp.39015030999653,The logical English grammar,"Fleay, Frederick Gard, 1831-1909",1884
1086,ballad,47,375916,125.02793177199162,mdp.39076006139195,A short history of English literature.,"Saintsbury, George, 1845-1933",1913
5082,ballad,42,336058,124.97842634307172,uc1.b3627386,"Epic Formulas, Especially in Layamon","Tatlock, J. S. P.",1923
5081,ballad,42,336058,124.97842634307172,uc1.b3627386,The Hymns of St. Godric,"Rankin, J. W.",1923
5059,ballad,42,336058,124.97842634307172,uc1.b3627386,The Genesis of the English Sonnet Form,"Bullock, Walter L.",1923
1982,ballad,16,128471,124.54172536992785,mdp.39015005763134,"The poetical works of Oliver Goldsmith, Tobias Smollett, Samuel Johnson, and William Shenstone. With biographical notices, and notes.",,1850
2414,ballad,5,40252,124.21743018980422,njp.32101067627727,Ballads in the Cumberland dialect,"Anderson, R. (Robert), 1770-1833",1828
4284,ballad,2,16105,124.18503570319777,uc1.$b276210,"English metres,","Strunk, William, 1869-1946",1922
4330,ballad,8,64524,123.98487384539088,uc1.$b263559,"The teaching of English,","Roberts, Albert Ernest",1913
4973,ballad,20,161476,123.85741534345662,wu.89006289144,"Poets of America,","Stedman, Edmund Clarence, 1833-1908. cn",1913
2825,ballad,15,121179,123.78382392988884,nyp.33433082515333,New voices :,"Wilkinson, Marguerite Ogden Bigelow, 1883-1928",1919
3293,ballad,9,72760,123.69433754810336,nyp.33433074840186,Lectures on the English poets :,"Hazlitt, William, 1778-1830",1818
4676,ballad,10,81351,122.92411894137747,uva.x000280792,The Elizabethan lyric :,"Erskine, John, 1879-1951",1905
1988,ballad,20,163196,122.55202333390523,mdp.39015005684991,"Poets of America,","Stedman, Edmund Clarence, 1833-1908",1893
4060,ballad,16,130597,122.51429971591998,uc1.$b683881,New voices;,"Wilkinson, Marguerite, 1883-1928",1921
2178,ballad,29,236737,122.49880669265896,njp.32101076782646,The complete works of Geoffrey Chaucer,"Chaucer, Geoffrey, -1400",1894
3223,ballad,20,163463,122.35184720701321,nyp.33433076020605,Poets of America,"Stedman, Edmund Clarence, 1833-1908",1894
38,ballad,15,122760,122.18963831867057,coo.31924065040119,A manual of English literature :,"Craik, George L. (George Lillie), 1798-1866",1874
2190,ballad,29,237654,122.02613884049921,njp.32101076472909,The Sonnet Forms of Wyatt and Surrey,"Lathrop, H. B.",1905
655,ballad,10,81966,122.00180562672328,hvd.32044086678398,The Elizabethan lyric :,"Erskine, John, 1879-1951",1903
1590,ballad,8,65703,121.76004139841407,mdp.39015031009031,Studi sul romanticismo inglese,"Olivero, Federico, 1878-",1914
3963,ballad,18,148091,121.54688671154898,uc1.b3124578,The works of William Shakespeare :,"Shakespeare, William, 1564-1616",1872
2593,ballad,27,223689,120.70329788232769,njp.32101021580343,The Prosody of the Seventeenth Century,"Saintsbury, George.",1912
1528,ballad,3,24879,120.5836247437598,mdp.39015031909578,"Henry Wadsworth Longfellow,","Carpenter, George Rice, 1863-1909",1901
4572,ballad,29,240561,120.55154409900192,uva.x030751028,"English poetry: its principles and progress,","Gayley, Charles Mills, 1858-1932",1916
1457,ballad,16,132837,120.4483690538028,mdp.39015048400892,New voices;,"Wilkinson, Marguerite Ogden Bigelow, 1883-1928",1922
1334,ballad,5,41514,120.44129691188515,mdp.39015059372568,"An evening in my library among the English poets,","Coleridge, Stephen, Hon., 1854-1936",1916
1042,ballad,17,141668,119.99887059886495,loc.ark:/13960/t1fj3bf35,Germanic origins.,"Gummere, Francis B[arton], 1855-",1892
2982,ballad,13,108733,119.55891955524082,nyp.33433082504170,"Three minute readings for college girls,","Davis, Harry Cassell, 1856-1944",1897
1500,ballad,9,75373,119.40615339710506,mdp.39015035430647,The Journal of English studies.,,1913
3316,ballad,17,142458,119.33341756868691,nyp.33433074834866,"English poetry and poets,","Brooks, Sarah Warner, 1822-1906",1890
4620,ballad,2,16779,119.19661481613922,uva.x001190929,Essays on the study of poetry and a guide to English literature,"Arnold, Matthew, 1822-1888",1903
342,ballad,9,75565,119.10275921392179,hvd.hn5zcb,Lectures on the English poets,"Hazlitt, William, 1778-1830",1819
4036,ballad,19,160404,118.45091144859231,uc1.31158007444515,Poets of America,"Stedman, Edmund Clarence, 1833-1908",1897
1040,ballad,4,34025,117.56061719324026,loc.ark:/13960/t1mg8fh13,"Teachers' outlines for studies in English,","Blakely, Gilbert Sykes",1908
4877,ballad,11,93675,117.42727515345611,wu.89099138943,"The home book of verse; American and English, 1580-1912,","Stevenson, Burton Egbert, 1872-1962, comp",1915
2565,ballad,22,187418,117.38466956215518,njp.32101037977400,History of English poetry from the twelfth to the close of the sixteen century,"Warton, Thomas, 1728-1790",1871
1840,ballad,11,93929,117.10973181871414,mdp.39015016456322,"The home book of verse, American and English, 1580-1912,","Stevenson, Burton Egbert, 1872-1962. comp",1912
1892,ballad,11,94074,116.92922592852435,mdp.39015011350611,The new era in American poetry.,"Untermeyer, Louis, 1885-1977",1919
1977,ballad,9,77618,115.95248524826715,mdp.39015006978525,Poetry and prose;,"Jack, Adolphus Alfred, 1868-1945",1911
5043,ballad,14,120861,115.83554661967052,mdp.39015009365449,The principles of English metre.,"Smith, Egerton. http://id.loc.gov/authorities/names/nb2002079065 http://viaf.org/viaf/69304898",1923
1385,ballad,29,251480,115.31732145697471,mdp.39015054289338,Prosody from Chaucer to Spenser,"Saintsbury, George.",1909
2090,ballad,5,43451,115.07215023819934,mdp.39015001570533,"The pronunciation of English in Scotland,","Grant, William, 1863-1946",1913
1029,ballad,15,130505,114.93812497605455,loc.ark:/13960/t2794rx86,New voices;,"Wilkinson, Marguerite Ogden Bigelow, 1883-1928",1921
4047,ballad,18,156693,114.87430836093507,uc1.31158001283190,The works of William Shakespeare :,"Shakespeare, William, 1564-1616",1901
1465,ballad,24,209095,114.78036299289796,mdp.39015043572539,The Use of an Unstressed Extra-Metrical Syllable to Carry the Rime,"Smith, G. C. Moore",1920
3581,ballad,4,34872,114.70520761642578,nyp.33433069243180,The rhymester:,"Hood, Tom, 1835-1874",1911
3220,ballad,9,78624,114.46886446886447,nyp.33433076035538,Specimens of the British poets;,"Campbell, Thomas, 1777-1844. ed",1819
1769,ballad,8,69902,114.44593859975394,mdp.39015024071642,Anglo-Saxon Alliterative Poetry: (A.D. 449 to A.D. 1150),"Douglas-Lithgow, R. A.",1893
5080,ballad,22,192443,114.31956475423891,njp.32101076201183,The Scansion of Wyatt's Early Sonnets,"Padelford, Frederick M.",1923
5058,ballad,22,192443,114.31956475423891,njp.32101076201183,A Note on Whitman's Prosody,"Erskine, John",1923
1318,ballad,33,289919,113.82489591920502,mdp.39015059395619,A Further Study of the Heroic Tetramemeter,"Cobb, Charles W.",1917
5020,ballad,8,70327,113.7543191093037,uc1.32106020079791,Free Verse Again,"Swett, Margery",1924
3647,ballad,12,105829,113.39046953103592,nyp.33433067366678,An Essay on the Language and Versification of Chaucer,"Skeat, Walter W.",1866
4009,ballad,19,168300,112.89364230540701,uc1.32106001646485,"An introduction to the methods and materials of literary criticism,","Gayley, Charles Mills, 1858-1932",1901
716,ballad,2,17724,112.84134506883322,hvd.32044043939610,Elements of musical enunciation,"Russell, William, 1798-1873",1845
603,ballad,21,187136,112.21785225718195,hvd.32044094195120,History of English poetry from the twelfth to the close of the sixteenth century.,"Warton, Thomas, 1728-1790",1871
2152,ballad,19,169349,112.194344224058,nc01.ark:/13960/t21c2w19r,Essays critical and imaginative,"Wilson, John, historian",1856
952,ballad,7,62851,111.37452069179488,loc.ark:/13960/t7pn9rw71,"Elizabethan literature,","Robertson, J. M. (John Mackinnon), 1856-1933",1914
3180,ballad,8,71861,111.32603220105482,nyp.33433081658977,Poetry.,,1921
3168,ballad,6,54090,110.92623405435384,nyp.33433081968327,Word gossip :,"Blackley, William Lewery, 1830-1902",1869
3894,ballad,21,189345,110.90865879743326,uc1.b3515392,History of English poetry from the 12th to the close of the 16th century,"Warton, Thomas, 1728-1790",1871
786,ballad,27,243908,110.69747609754498,hvd.32044014224984,"The history of English poetry, from the close of the eleventh to the commencement of the eighteenth century.","Warton, Thomas, 1728-1790",1824
4633,ballad,16,144904,110.41793187213604,uva.x001164031,A progressive course in English for secondary schools :,"Stebbins, Charles Maurice, 1871-",1915
931,ballad,8,72509,110.33113130783765,loc.ark:/13960/t8tb1zv5g,"The younger American poets,","Rittenhouse, Jessie B. (Jessie Belle), 1869-1948",1904
2191,ballad,22,200463,109.7459381531754,njp.32101076472859,Alliteration of the Versions of Piers Plowman in its Bearing on their Authorship.,"Day, Mabel.",1922
3291,ballad,18,165489,108.76855863531715,nyp.33433074844808,"Longer English poems,","Hales, John W. (John Wesley), 1836-1914, ed",1889
194,ballad,7,64405,108.68721372564242,hvd.hwp9c6,An outline of the elements of the English language :,"Clark, N. G. (Nathaniel George), 1825-1896",1863
1331,ballad,20,184171,108.59472989775806,mdp.39015059373533,English language and literary criticism :,"Baldwin, James, 1841-1925",1882
1995,ballad,15,138210,108.53049706967657,mdp.39015005470672,"Periods of European literature,",,1897
1079,ballad,14,129172,108.38262162078469,mdp.49015000548769,Tudor drama;,"Brooke, Tucker, 1883-1946",1911
1055,ballad,14,129324,108.25523491385977,loc.ark:/13960/t0qr5d85r,The Tudor drama;,"Brooke, Tucker, 1883-1946",1911
1156,ballad,5,46365,107.83996549121103,mdp.39015068351132,Quest and vision:,"Dawson, W. J. (William James), 1854-1928",1892
1125,ballad,18,167903,107.20475512647184,mdp.39015071694207,An introduction to the methods and materials of literary criticism :,"Gayley, Charles Mills, 1858-1932",1899
4028,ballad,12,112152,106.99764605178686,uc1.31158010000023,An Essay on the Language and Versification of Chaucer,"Skeat, Walter W.",1872
3357,ballad,10,93510,106.94043417816276,nyp.33433074785506,History of the English language and literature,"Chambers, Robert, 1802-1871",1837
132,ballad,17,159157,106.8127697807825,hvd.hxg8jj,Censura literaria.,"Brydges, Egerton, Sir, 1762-1837",1815
4460,ballad,19,177958,106.76676519178682,uc1.$b250890,"Longer English poems,","Hales, John W. (John Wesley), 1836-1914",1890
81,ballad,3,28182,106.45092612305727,coo1.ark:/13960/t2n593806,The influence of Christopher Marlowe on Shakespeare's earlier style.,"Verity, A. W. (Arthur Wilson), 1863-1937",1886
133,ballad,6,56595,106.0164325470448,hvd.hxg8hz,Practical English prosody and versification;,"Carey, John, 1756-1826",1816
1643,ballad,3,28421,105.55575102916858,mdp.39015030926128,Summary of English grammar :,,1885
1091,ballad,5,47425,105.42962572482868,mdp.39076001723167,Bibliography of English language and literature,,1921
2015,ballad,3,28711,104.48956845808226,mdp.39015005008514,"Thomas Campion and the art of English poetry,","MacDonagh, Thomas, 1878-1916",1913
124,ballad,11,105590,104.17653186854815,hvd.hxg8js,Censura literaria.,"Brydges, Egerton, Sir, 1762-1837",1815
2069,ballad,17,163510,103.96917619717448,mdp.39015002727231,Comparative aesthetics.,"Raymond, George Lansing, 1839-1929",1895
3292,ballad,6,57886,103.65200566630965,nyp.33433074840228,Great English poets.,"Hill, Julian",1907
4462,ballad,6,58163,103.15836528377147,uc1.$b250043,Quest and vision;,"Dawson, W. J. (William James), 1854-1928",1894
3875,ballad,11,106881,102.91819874439798,uc1.b3575582,"Essays in English literature, 1780-1860,","Saintsbury, George, 1845-1933",1895
2794,ballad,6,58339,102.84715199094944,nyp.33433082518477,Poetry and poets:,"Ryan, Richard, 1796-1849",1826
928,ballad,1,9764,102.41704219582138,loc.ark:/13960/t8z89t70x,Evangeline.,"Traver, Robert N.",1878
3346,ballad,7,68645,101.97392381091122,nyp.33433074791785,Modern English literature;,"Breen, Henry H. (Henry Hegart), 1805-1882",1857
3526,ballad,4,39298,101.7863504504046,nyp.33433069248262,Constructive exercises in English,"Frank, Maude Morrison, 1870-",1909
2045,ballad,9,88506,101.6880211511084,mdp.39015003937482,The art of rendering;,"Fenno, Frank Honywell, 1857-",1912
4151,ballad,7,68968,101.49634613153925,uc1.$b31567,Studies of contemporary poets.,"Sturgeon, Mary C. (Mary Carol), 1943-",1916
977,ballad,5,49342,101.33354951157229,loc.ark:/13960/t5v709c4x,The New England poets;,"Lawton, William Cranston, 1853-1941",1898
4005,ballad,4,39534,101.17873223048515,uc1.32106001863296,The use of color in the verse of the English romantic poets.,"Pratt, Alice Edwards",1898
1416,ballad,23,227535,101.08334981431429,mdp.39015053242619,"A compendious history of English literature, and of the English language, from the Norman conquest. With numerous specimens.","Craik, George L. (George Lillie), 1798-1866",1861
1585,ballad,4,39623,100.95146758195997,mdp.39015031009445,The use of color in the verse of the English romantic poets.,"Pratt, Alice Edwards",1898
4707,ballad,1,9906,100.94891984655764,wu.89099906703,"The Horace Mann Book of English,","Smith, Milton Myers",1920
4739,ballad,26,258365,100.63282565362955,wu.89099900581,"The reciter's treasury of verse, serious and humorous,","Pertwee, Ernest, comp",1919
4562,ballad,23,228699,100.56886999943157,uva.x030804475,"A compendious history of English literature, and of the English language :","Craik, George L. (George Lillie), 1798-1866",1871
1785,ballad,72,717021,100.41546900299991,mdp.39015020441104,Miltoniana,"Lloyd, W. Watkiss.",1891
696,ballad,10,99714,100.28682030607538,hvd.32044058233693,Lectures on the English poets,"Hazlitt, William, 1778-1830",1849
1402,ballad,12,119822,100.14855368797049,mdp.39015053252030,"Periods of European literature,",,1897
43,ballad,20,199834,100.0830689472262,coo.31924062186204,Musical Accent and Double Alliteration in the Edda,"Lotspeich, C. M",1909
3931,ballad,22,220052,99.97636922182029,uc1.b3310826,The English poets;,"Ward, Thomas Humphry, 1845-1926",1880
125,ballad,10,100042,99.9580176325943,hvd.hxg8jr,Censura literaria.,"Brydges, Egerton, Sir, 1762-1837",1815
3351,ballad,14,140197,99.8594834411578,nyp.33433074786447,"Introduction to the study of English literature,","Scudder, Vida Dutton, 1861-1954",1914
4078,ballad,1,10017,99.83028850953379,uc1.$b662809,"Hints on elocution, and how to become an actor,","Smith, Charles William",1871
1619,ballad,1,10027,99.7307270370001,mdp.39015030934650,"Beginnings of the ""classical"" heroic couplet in England.","Wood, Henry, 1849-1925",1890
1812,ballad,19,190751,99.60629302074433,mdp.39015017644959,The English poets;,"Ward, Thomas Humphry, 1845-1926",1883
3889,ballad,18,180823,99.54485878455726,uc1.b3537733,Poetry and drama.,,1913
3678,ballad,7,70323,99.54069081239425,nyp.33433067299358,The works of the English poets.,"Johnson, Samuel, 1709-1784",1779
5024,ballad,22,221566,99.2932128575684,mdp.39015020696541,Beowulf 1422,"Cook, Albert S.",1924
233,ballad,23,232287,99.01544210394898,hvd.hwj9ax,"A compendious history of English literature, and of the English language, from the Norman conquest :","Craik, George L. (George Lillie), 1798-1866",1864
2169,ballad,50,505260,98.95895182678225,njp.32101076889508,On the Sweetness of Versification,"D., T",1820
1582,ballad,7,70828,98.8309708025075,mdp.39015031010724,Some of our English poets.,"Bell, Charles Dent, 1818-1898",1895
1887,ballad,18,185024,97.28467658249741,mdp.39015011445379,Miscellanea nova ...,"Whyte, Samuel, 1733-1811",1801
3867,ballad,10,102855,97.2242477273832,uc1.b3741660,The life of Algernon Charles Swinburne,"Gosse, Edmund, 1849-1928",1917
1884,ballad,22,226577,97.09723405288268,mdp.39015011921064,The English poets;,"Ward, Thomas Humphry, 1845-1926",1905
1757,ballad,1,10318,96.91800736576856,mdp.39015024475777,"The construction and types of Shakespeare's verse as seen in the Othello,","Price, Thomas Randolph, 1839-1903",1888
5083,ballad,9,93258,96.50646593321751,hvd.32044010396893,The Style of Anglo-Saxon Poetry,"Tolman, Albert H.",1904
804,ballad,9,93258,96.50646593321751,hvd.32044010396893,"Shakespeare and ""The Taming of the Shrew""","Tolman, Albert H.",1904
5084,ballad,9,93258,96.50646593321751,hvd.32044010396893,Lanier's Science of English Verse,"Tolman, Albert Harris, 1856-1928",1904
1283,ballad,19,197264,96.31762511152567,mdp.39015059901184,"Longer English poems,","Hales, John W. (John Wesley), 1836-1914, ed",1884
880,ballad,31,322851,96.01952603522987,inu.30000099860565,"Poetry, Prose, and Rhythm","Lotspeich, C. M.",1922
3740,ballad,4,41667,95.99923200614396,nyp.33433066603014,Greening's popular reciter and the art of elocution and public speaking :,"Ferguson, Ross",1904
223,ballad,9,94317,95.42288240720124,hvd.hwkb4i,Lectures on the English poets.,"Hazlitt, William, 1778-1830",1845
1448,ballad,25,261999,95.42021152752491,mdp.39015048893252,The Most Fundamental Differentia of Poetry and Prose,"Scott, Fred N",1904
3308,ballad,21,220625,95.1841359773371,nyp.33433074834981,The English poets :,,1893
2583,ballad,7,73855,94.78031277503216,njp.32101031725078,"A simple grammar of English now in use,","Earle, John, 1824-1903",1898
2461,ballad,5,52889,94.53761651761236,njp.32101064786427,"Institutes of grammar,","Andrew, James, 1773-1833",1817
309,ballad,17,180617,94.12181577592364,hvd.hnqbsx,The Rhetoric of Verse in Chaucer,"Bright, James W.",1901
1677,ballad,5,53316,93.78047865556306,mdp.39015030867918,"Ethics and aesthetics of modern poetry,","Selkirk, J. B. (James Brown), 1832-1904",1878
1793,ballad,7,74809,93.57162908206233,mdp.39015019373771,"Lectures on the English poets,","Hazlitt, William, 1778-1830",1892
4150,ballad,5,53449,93.54711968418493,uc1.$b31578,The main tendencies of Victorian poetry:,"Smith, Arnold",1907
3187,ballad,7,74882,93.48040917710532,nyp.33433081658902,Poetry.,,1918
1461,ballad,8,85615,93.44156981837295,mdp.39015046369727,Psychology of the spoken word,"Staley, Delbert Moyer",1914
1019,ballad,1,10736,93.14456035767512,loc.ark:/13960/t2x35994b,"The construction and types of Shakespeare's verse as seen in the Othello,","Price, Thomas Randolph, 1839-1903",1888
1625,ballad,11,118161,93.09332182361355,mdp.39015030932902,"Studies in language and literature in celebration of the seventieth birthday of James Morgan Hart, November 2, 1909.",,1910
314,ballad,3,32308,92.8562585118237,hvd.hnqbqe,A manual of French prosody for the use of English students,"Gosset, Arthur",1884
965,ballad,2,21572,92.71277582050807,loc.ark:/13960/t6k080g1h,"High school program for the study of Ivanhoe and for the accompanying composition and rhetoric lessons,","Harris, Martha Anstice",1907
810,ballad,11,118923,92.4968256771188,hvd.32044009907841,A Note on the Verse Structure of Carew,"Sembower, Charles J.",1910
2301,ballad,15,162376,92.3781839680741,njp.32101074712157,English literature & printing from the XVth to XVIIIth century,Maggs Bros,1922
3273,ballad,11,119096,92.3624638946732,nyp.33433074923933,Chronicle of Scottish poetry ;,"Sibbald, J. (James), 1745-1803",1802
2447,ballad,3,32559,92.14042200313278,njp.32101064792201,Primer of elocution and action,"Southwick, F. Townsend (Frank Townsend)",1890
1615,ballad,4,43429,92.10435423334637,mdp.39015030934783,"A handbook of modern English metre,","Mayor, Joseph B. (Joseph Bickersteth), 1828-1916",1903
4149,ballad,11,119580,91.98862686067905,uc1.$b31596,"Our living poets,","Forman, H. Buxton (Harry Buxton), 1842-1917",1871
1148,ballad,1,10895,91.78522257916475,mdp.39015070460079,From Franklin to Lowell.,"Grandgent, C. H. (Charles Hall), 1862-1939",1895
3814,ballad,5,54590,91.59186664224217,pst.000007074233,Lydgate's Reson and sensuallyte :,"Lydgate, John, 1370?-1451?",1901
2671,ballad,2,21845,91.55413138017853,nnc1.0111785020,Written English :,"Erskine, John, 1879-1951",1913
2401,ballad,2,21861,91.48712318741137,njp.32101067684843,Über das Sonett und Seine Gestaltung in der Englischen Dichtung bis Milton ...,"Lentzner, Karl August, 1842-1905",1886
1583,ballad,13,142200,91.42053445850914,mdp.39015031010179,"Literary studies,","Whibley, Charles, 1859-1930",1919
2641,ballad,18,197927,90.94262025898438,nnc1.cu58412921,"Longer English poems, with notes philological and explanatory, and an introduction on on the teaching of English.","Hales, John W. (John Wesley), 1836-1914",1872
1412,ballad,17,187328,90.74991458831568,mdp.39015053245208,"A history of English poetry,","Courthope, William John, 1842-1917",1904
131,ballad,10,110278,90.6799180253541,hvd.hxg8jk,Censura literaria.,"Brydges, Egerton, Sir, 1762-1837",1815
3893,ballad,18,198521,90.67050840968966,uc1.b3515393,History of English poetry from the 12th to the close of the 16th century,"Warton, Thomas, 1728-1790",1871
5049,ballad,15,165491,90.63937011680393,mdp.39015048909868,Layamon's Poetic Style and Its Relations,"Tatlock, J. S. P.",1923
2566,ballad,18,198659,90.6075234446967,njp.32101037977392,History of English poetry from the twelfth to the close of the sixteen century,"Warton, Thomas, 1728-1790",1871
2898,ballad,7,77347,90.50124762434224,nyp.33433082511928,"Elementary composition,","Webster, W. F. (William Franklin), 1862-1936",1903
1636,ballad,17,188195,90.33183665878478,mdp.39015030930047,"A history of English poetry,","Courthope, William John, 1842-1917",1895
1599,ballad,9,99879,90.10903192863364,mdp.39015031004941,The age of Shakespeare (1579-1631),"Seccombe, Thomas, 1866-1923",1903
2576,ballad,1,11128,89.86340762041696,njp.32101035469863,"Rhymes of the poets,","Haldeman, Samuel Stehman, 1812-1880",1868
1466,ballad,16,178280,89.74646623289208,mdp.39015043572372,Milton's Heroic Line Viewed from an Historical Viewpoint,"Thomas, Walter.",1908
1959,ballad,6,66868,89.72901836453909,mdp.39015008461991,"On the art of writing,","Quiller-Couch, Arthur Thomas, Sir, 1863-1944",1916
5033,ballad,21,234634,89.50109532292848,mdp.39015043572588,Joshua Steele on Speech-Melody (1779),"Barker, Marie L.",1924
4569,ballad,5,55965,89.3415527561869,uva.x030801406,Shoemaker's best selections for readings and recitations ...,,1895
3551,ballad,5,56021,89.25224469395405,nyp.33433069247629,Studies in English composition :,"Keeler, Harriet L. (Harriet Louise), 1846-1921",1891
4468,ballad,15,168378,89.08527242276307,uc1.$b248192,The English poets;,"Ward, Thomas Humphry, 1845-1926",1882
1444,ballad,4,44951,88.98578452092278,mdp.39015049192894,What English Poetry May Still Learn from Greek,"Murray, Gilbert.",1912
540,ballad,16,180195,88.79269680068813,hvd.32044098641343,Studies in French Versification,"Hohlfeld, A. R.",1893
5066,ballad,69,783895,88.0219927413748,coo.31924066328299,"""Inverted Feet:"" A Reply to Mr. Omond","Rudmose-Brown, T. B.",1908
31,ballad,69,783895,88.0219927413748,coo.31924066328299,'Inverted Feet' in Verse,"Omond, Thomas Stewart",1908
5056,ballad,6,68258,87.90178440622344,nyp.33433081659017,Kinaesthetic Verse,"Brownell, Baker.",1923
1549,ballad,3,34363,87.30320402758781,mdp.39015031040390,"The poetry of the future,","Davidson, James Wood, 1829-1905",1888
4492,ballad,8,91869,87.08051682286734,uc1.$b161719,"Studies of contemporary poets,","Sturgeon, Mary C. (Mary Carol), 1943-",1920
2324,ballad,8,92014,86.94329123828983,njp.32101072898677,"Studies of contemporary poets,","Sturgeon, Mary C.",1920
1691,ballad,2,23019,86.88474738259698,mdp.39015030759255,"The realistic revolt in modern poetry,","Clark, Arthur Melville, 1895-",1922
1613,ballad,6,69224,86.6751415693979,mdp.39015030934841,Practical guide to English versification ...,"Hood, Tom, 1835-1874",1877
3013,ballad,10,115410,86.64760419374404,nyp.33433082502463,"Letters on literature, taste, and composition, addressed to his son.","Gregory, G. (George), 1754-1808",1809
1996,ballad,9,103884,86.63509298833314,mdp.39015005470664,"Periods of European literature,",,1897
